-0.69464,0.010896,2
5.0123,0.22405,2
4.9033,-0.051757,2
-0.61292,-0.41202,2
-1.185,-0.5598,2
1.3757,-0.54073,2
-0.61292,-0.58431,2
-0.50395,-0.26832,2
-8.431,-0.67625,2
0.95342,-0.32144,2
-8.1995,-0.59861,2
1.4165,0.0047671,2
-1.8796,-0.15595,2
-6.1292,0.32144,2
5.8295,0.5094,2
6.279,0.35413,2
-1.5663,-0.13961,2
3.5277,0.1362,2
-2.0294,-0.017025,2
2.7649,0.27377,2
3.5685,0.30237,2
-0.50395,0.40725,2
-2.3018,0.44402,2
-3.5685,0.31804,2
-0.8036,0.5884,2
0.50395,0.46377,2
5.7069,1.0188,2
-8.6625,0.57478,2
-1.3348,1.0386,2
-4.5901,0.71098,2
3.8682,1.0978,2
-1.7979,0.75321,2
7.6683,0.83901,2
-2.3699,0.40384,2
2.7241,0.39976,2
-3.5958,0.19477,2
3.9499,0.24993,2
0.46309,0.12531,2
3.7865,0.031327,2
3.337,-0.22133,2
5.6661,-0.57205,2
0.23155,-0.76342,2
-4.8216,-0.83833,2
1.8387,-0.47671,2
-3.2961,-0.5993,2
11.605,-0.43245,2
-3.1735,-1.3954,2
0.61292,-1.3001,2
-7.8862,-1.5813,2
3.1463,-1.0896,2
-3.0237,-1.4996,2
-0.081722,-0.87919,2
-1.0351,-1.1468,2
-2.4517,-1.1257,2
-1.3757,-0.76751,2
-2.4925,-0.78658,2
1.4574,-0.70758,2
-1.4165,-0.65037,2
-1.2667,-0.29011,2
-3.6775,-0.32621,2
1.8387,-0.071507,2
-1.2667,-0.14233,2
2.4108,-0.25742,2
-0.61292,-0.61155,2
0.040861,-0.68783,2
-7.6546,-0.75661,2
-1.2667,-0.51962,2
-5.0123,-0.2799,2
1.9477,-0.23223,2
-5.0531,0.049714,2
9.3844,0.043585,2
-5.4345,-0.36639,2
-0.61292,-0.28058,2
4.7126,-0.091256,2
-1.757,-0.41338,2
-0.91256,-0.2833,2
2.6015,-0.099429,2
5.7886,-0.11237,2
-1.9886,-0.16208,2
1.4165,-0.15459,2
0.42223,0.042904,2
-3.5685,0.12735,2
-4.6718,0.51621,2
-2.1384,0.49306,2
-1.3348,0.75116,2
-2.9148,0.92142,2
3.5277,0.91188,2
-4.0589,0.51553,2
7.5865,0.95615,2
-5.1757,0.54209,2
1.185,0.65922,2
-3.7184,0.5598,2
3.1735,0.58499,2
-1.7298,0.28262,2
0.84446,0.14506,2
2.7649,0.24244,2
2.3427,-0.13348,2
4.7944,-0.32893,2
-1.8387,-0.72937,2
5.3664,-0.76955,2
2.1112,-1.0093,2
4.2087,-1.1911,2
-5.1349,-1.6392,2
3.0237,-1.2926,2
2.0703,-1.4839,2
-3.1054,-1.6487,2
-4.3994,-1.725,2
4.7535,-1.4056,2
-0.69464,-1.8748,2
-2.833,-1.2252,2
-0.8036,-1.0338,2
-3.2144,-0.94185,2
-2.8739,-1.2503,2
-4.4811,-0.95887,2
2.7922,-0.85331,2
-4.7535,-1.0869,2
-1.5663,-0.79339,2
-3.2144,-0.46445,2
-2.6423,-0.47058,2
0.57205,-0.68306,2
-1.5255,-0.54277,2
-4.7535,-0.57342,2
1.7979,-0.071507,2
-0.8036,-0.63267,2
-1.2258,-0.48897,2
-4.6309,-0.34528,2
1.9886,-0.19205,2
-4.6309,-0.63811,2
12.299,-0.6136,2
0.99429,-1.0774,2
1.0351,-1.2265,2
-9.3844,-1.1305,2
2.9556,-0.57478,2
-2.3699,-0.74367,2
-1.8796,-0.46786,2
1.1169,-0.40248,2
5.0123,-0.18251,2
-3.337,-0.64969,2
-6.8919,-0.20499,2
3.3778,0.16481,2
-2.1384,-0.23972,2
5.2847,-0.21929,2
-9.4253,-0.64424,2
2.0703,-0.28807,2
1.6481,-0.6313,2
-1.5663,-0.51076,2
-6.9328,-0.348,2
-4.1406,0.11169,2
3.0237,0.43176,2
-1.9886,0.56048,2
2.9556,0.55639,2
1.7298,0.12326,2
-0.42223,0.12122,2
3.1463,-0.014982,2
-0.57205,0.11509,2
5.5162,0.26628,2
-4.3313,0.27581,2
5.5571,0.31599,2
0.50395,0.30237,2
-4.7126,0.28126,2
-1.7298,0.18932,2
-3.2144,0.26423,2
-2.3018,0.19681,2
-4.7944,0.28671,2
4.0589,0.50123,2
1.6889,0.31395,2
2.261,0.13212,2
2.261,0.37524,2
5.598,0.36979,2
-2.0703,-0.36026,2
-5.7069,0.028603,2
1.6889,-0.036775,2
-3.1463,0.27513,2
5.7478,0.43245,2
2.4517,-0.019749,2
5.7069,0.18524,2
-3.5277,-0.14778,2
5.2847,0.19341,2
0.081722,-0.39635,2
-6.5514,-0.10147,2
-0.23155,0.1975,2
-4.5628,-0.041542,2
-0.50395,0.28262,2
-0.50395,0.44743,2
0.31327,0.42495,2
-1.9477,-0.094661,2
7.1234,0.22133,2
2.152,-0.20022,2
-9.003,-0.28875,2
5.7069,0.31667,2
-7.0145,0.15391,2
7.927,0.44334,2
-0,0.23836,2
-3.2961,0.24244,2
6.5514,0.33097,2
-0.95342,-0.069464,2
3.2961,-0.35685,2
-6.5105,-0.59998,2
5.9793,-0.32212,2
-0.57205,-0.66672,2
-5.0123,-0.73958,2
1.9205,-0.096023,2
2.7922,-0.24925,2
-0.95342,-0.17979,2
-10.079,-0.3085,2
4.3721,0.47671,2
-1.3076,0.36911,2
0.38137,-0.025198,2
3.1054,0.11441,2
2.4517,0.22337,2
-1.2258,0.17366,2
3.8273,0.41133,2
0.081722,0.30646,2
-1.5255,-0.027241,2
-1.4574,-0.39499,2
-6.7012,-0.45832,2
-1.5663,-0.55775,2
-0.95342,-0.23223,2
-0.91256,-0.2404,2
-2.0294,-0.27717,2
7.8589,-0.30373,2
-1.1441,-1.375,2
4.1814,-1.362,2
-3.5277,-1.8006,2
5.6252,-1.5575,2
2.2201,-1.8347,2
-9.1937,-2.0703,2
3.1735,-2.2487,2
5.2847,-2.436,2
1.4574,-3.0162,2
3.5277,-3.0605,2
1.7298,-3.2117,2
-6.5922,-3.4439,2
-8.8805,-3.7136,2
-2.7241,-3.2771,2
-8.6898,-3.2273,2
4.9442,-2.6934,2
-1.1169,-3.019,2
-1.6481,-3.2028,2
-2.5606,-2.9713,2
-13.566,-3.1592,2
-0.88532,-2.5191,2
-4.5901,-2.609,2
1.3348,-2.3223,2
0.081722,-2.5191,2
-2.4925,-2.1289,2
-12.762,-1.7938,2
-0.57205,-1.1863,2
-6.3198,-1.1366,2
0.57205,-1.2231,2
0.50395,-1.0025,2
-2.9148,-0.93776,2
-11.986,-0.58499,2
-0.14982,0.0088533,2
-1.7298,0.062654,2
1.9886,-0.15323,2
-1.5663,-0.20839,2
-4.7944,-0.34664,2
2.9829,-0.53596,2
-6.3198,-0.66195,2
-0.76274,-0.59657,2
-2.6832,-0.57546,2
1.1441,-0.38409,2
-2.6015,-0.4985,2
7.8862,-0.91461,2
4.2087,-1.2667,2
-0.61292,-1.7434,2
0.42223,-1.6474,2
-8.0496,-1.8946,2
4.985,-1.8408,2
1.7979,-2.1568,2
4.1406,-2.2657,2
-0.10896,-2.7139,2
0.92618,-2.6798,2
-6.0474,-2.9481,2
0.88532,-2.6648,2
-4.3313,-3.3887,2
-8.5808,-3.1088,2
0.46309,-3.3254,2
-5.0123,-3.2205,2
-0.34051,-3.1749,2
1.1441,-2.6042,2
-1.1441,-2.8548,2
-10.924,-2.4449,2
0.84446,-2.3352,2
-5.3256,-2.2242,2
1.3076,-2.0383,2
-4.522,-1.8932,2
-6.9736,-1.7972,2
-1.3348,-1.2265,2
-0.38137,-1.0413,2
-4.8216,-1.1598,2
0.57205,-0.66944,2
-4.4402,-0.60815,2
-0.38137,-0.98339,2
-13.593,-0.94117,2
1.2667,-0.43789,2
-12.912,-0.46105,2
2.5606,-0.024517,2
-4.0997,-0.055162,2
11.073,-0.47671,2
-3.8682,-0.67421,2
7.0553,-0.34119,2
-8.7306,-0.96568,2
3.0646,-0.46241,2
-1.6072,-0.96432,2
4.2087,-0.61768,2
-2.6015,-1.3144,2
4.4402,-1.0236,2
2.3699,-1.3511,2
-2.7513,-1.014,2
4.985,-0.88396,2
1.7979,-0.84991,2
-11.945,-1.3477,2
0.46309,-0.55299,2
-3.5277,-0.58159,2
0.8036,0.11577,2
-4.1814,-0.19068,2
1.9477,0.38205,2
-12.531,-0.08717,2
7.1234,0.73686,2
2.7922,0.54958,2
-5.4345,-0.034051,2
1.3348,0.31804,2
-6.9736,0.35072,2
5.3256,0.99837,2
-9.7249,0.80905,2
3.2144,0.9507,2
-2.1112,0.81109,2
9.112,0.79951,2
-0.14982,0.042904,2
5.6661,-0.49919,2
-8.1586,-0.70417,2
3.9499,-0.75389,2
-0.10896,-0.93231,2
10.42,-1.1605,2
-5.3256,-1.2238,2
7.2733,-1.3811,2
-7.4367,-1.6011,2
3.9499,-1.7346,2
3.3778,-1.723,2
-8.8805,-2.1561,2
1.6072,-1.1564,2
1.9886,-1.3076,2
5.9793,-0.96841,2
1.5391,-1.3341,2
-6.8919,-0.98952,2
0.42223,-0.68715,2
-2.3427,-0.67557,2
-6.0202,-0.096705,2
-10.992,0.39363,2
1.5663,0.96977,2
-9.1529,1.2803,2
0.38137,1.7305,2
-4.6718,1.4009,2
9.1529,2.0676,2
-8.4719,1.614,2
2.8739,1.9954,2
-10.106,1.8347,2
4.1814,2.1656,2
-5.2847,2.4353,2
11.114,2.878,2
-1.4165,2.2875,2
8.7715,1.8394,2
-1.3348,1.5234,2
8.431,1.3069,2
-0.84446,1.1264,2
0.65378,0.91393,2
9.2346,1.3028,2
3.7865,0.40793,2
0.53119,0.3909,2
7.7772,0.2513,2
-0.14982,0.072869,2
-6.2109,0.44402,2
8.6625,0.77364,2
0.081722,0.2833,2
-0.84446,0.60134,2
-0.34051,0.65105,2
-3.4868,0.32893,2
9.5751,0.84242,2
3.5685,0.024517,2
-0.69464,0.16004,2
-10.379,0.087851,2
2.4517,0.48012,2
-5.6661,0.38614,2
4.8216,0.28671,2
-5.094,0.33302,2
8.431,0.085808,2
-8.6625,-0.32008,2
3.4459,-0.26832,2
-2.261,-0.51894,2
4.2087,-0.5632,2
7.2733,-0.52847,2
0.38137,-1.4458,2
-1.1441,-1.5684,2
6.4424,-1.7659,2
0.14982,-2.0383,2
-6.7829,-2.0934,2
6.7829,-1.7025,2
-6.7829,-2.199,2
6.279,-1.4996,2
-2.1384,-1.7965,2
-2.5334,-1.8755,2
0.57205,-1.7679,2
-7.6546,-2.0703,2
5.7478,-1.582,2
-10.038,-2.3175,2
0.31327,-1.8673,2
-7.6274,-2.4346,2
-1.5663,-2.0015,2
-3.1463,-2.2242,2
4.9033,-2.1323,2
-11.073,-2.3161,2
-2.0703,-1.7162,2
-5.094,-1.5418,2
0.99429,-1.4962,2
-0.95342,-1.4424,2
1.0351,-1.8027,2
-3.1463,-1.849,2
7.2052,-1.5193,2
0.34051,-1.5806,2
-3.7184,-1.5786,2
-0.38137,-1.6113,2
-5.4754,-1.2762,2
2.1112,-1.1291,2
-8.9622,-1.2095,2
-1.0351,-0.84378,2
-11.032,-1.0045,2
1.0351,-0.17502,2
-6.0202,-0.74367,2
-1.3076,-0.15119,2
1.2258,0.28603,2
0.92618,0.2404,2
1.4165,-0.14846,2
-4.1814,0.32076,2
2.0703,0.37456,2
-8.1586,0.27513,2
0.10896,0.3766,2
3.4459,0.30033,2
5.9793,-0.01362,2
0.38137,-0.21316,2
-4.3721,-0.87579,2
6.3198,-0.60542,2
-2.5334,-1.6338,2
0.50395,-1.5432,2
-1.6481,-1.8272,2
-4.2495,-1.5663,2
5.5571,-1.9191,2
-10.338,-2.0764,2
5.8295,-1.9177,2
7.4367,-1.8244,2
0.31327,-2.1043,2
-6.851,-2.3018,2
10.801,-1.6167,2
-3.1054,-2.0934,2
0.081722,-1.7945,2
-6.1292,-1.8197,2
-1.4165,-1.6433,2
-2.833,-1.486,2
1.9886,-1.3137,2
-12.871,-1.7829,2
1.0351,-1.1965,2
-14.247,-1.8074,2
-0.72188,-1.1509,2
-5.1757,-1.5173,2
3.5685,-0.84446,2
-11.305,-0.77364,2
2.4108,-0.02656,2
-7.1643,-0.27173,2
7.6955,0.32416,2
1.8387,-0.0088531,2
-3.6366,-0.2118,2
